"sku","product","handle","price","variant"
"14WG-LARA-NAT","LARA","lara-natural","1120.00","14K White Gold"
"18WG-LARA-NAT","LARA","lara-natural","1250.00","18K White Gold"
"14RG-LARA-NAT","LARA","lara-natural","1120.00","14K Rose Gold"
"18RG-LARA-NAT","LARA","lara-natural","1250.00","18K Rose Gold"
"PT-LARA-NAT","LARA","lara-natural","1440.00","Platinum"
"14G-LARA-LG","LARA","lara-lab-grown","960.00","14K Yellow Gold"
"18G-LARA-LG","LARA","lara-lab-grown","1060.00","18K Yellow Gold"
"14WG-LARA-LG","LARA","lara-lab-grown","960.00","14K White Gold"
"18WG-LARA-LG","LARA","lara-lab-grown","1060.00","18K White Gold"
"14RG-LARA-LG","LARA","lara-lab-grown","960.00","14K Rose Gold"
"18RG-LARA-LG","LARA","lara-lab-grown","1060.00","18K Rose Gold"
"PT-LARA-LG","LARA","lara-lab-grown","1280.00","Platinum"
"14G-GIANA-NAT","GIANA","giana-natural","2770.00","14K Yellow Gold"
"18G-GIANA-NAT","GIANA","giana-natural","2940.00","18K Yellow Gold"
"14WG-GIANA-NAT","GIANA","giana-natural","2770.00","14K White Gold"
"18WG-GIANA-NAT","GIANA","giana-natural","2940.00","18K White Gold"
"14RG-GIANA-NAT","GIANA","giana-natural","2770.00","14K Rose Gold"
"18RG-GIANA-NAT","GIANA","giana-natural","2940.00","18K Rose Gold"
"PT-GIANA-NAT","GIANA","giana-natural","3260.00","Platinum"
"14G-GIANA-LG","GIANA","giana-lab-grown","1990.00","14K Yellow Gold"
"18G-GIANA-LG","GIANA","giana-lab-grown","2150.00","18K Yellow Gold"
"14WG-GIANA-LG","GIANA","giana-lab-grown","1990.00","14K White Gold"
"18WG-GIANA-LG","GIANA","giana-lab-grown","2150.00","18K White Gold"
"14RG-GIANA-LG","GIANA","giana-lab-grown","1990.00","14K Rose Gold"
"18RG-GIANA-LG","GIANA","giana-lab-grown","2150.00","18K Rose Gold"
"PT-GIANA-LG","GIANA","giana-lab-grown","2470.00","Platinum"
"14G-IRIS-NAT","IRIS","iris-natural","2380.00","14K Yellow Gold"
"18G-IRIS-NAT","IRIS","iris-natural","2550.00","18K Yellow Gold"
"14WG-IRIS-NAT","IRIS","iris-natural","2380.00","14K White Gold"
"18WG-IRIS-NAT","IRIS","iris-natural","2550.00","18K White Gold"
"14RG-IRIS-NAT","IRIS","iris-natural","2380.00","14K Rose Gold"
"18RG-IRIS-NAT","IRIS","iris-natural","2550.00","18K Rose Gold"
"PT-IRIS-NAT","IRIS","iris-natural","2890.00","Platinum"
"14G-IRIS-LG","IRIS","iris-lab-grown","1460.00","14K Yellow Gold"
"18G-IRIS-LG","IRIS","iris-lab-grown","1640.00","18K Yellow Gold"
"14WG-IRIS-LG","IRIS","iris-lab-grown","1460.00","14K White Gold"
"18WG-IRIS-LG","IRIS","iris-lab-grown","1640.00","18K White Gold"
"14RG-IRIS-LG","IRIS","iris-lab-grown","1460.00","14K Rose Gold"
"18RG-IRIS-LG","IRIS","iris-lab-grown","1640.00","18K Rose Gold"
"PT-IRIS-LG","IRIS","iris-lab-grown","1990.00","Platinum"
"14G-LUNA","LUNA","luna","1090.00","14K Yellow Gold"
"18G-LUNA","LUNA","luna","1260.00","18K Yellow Gold"
"14WG-LUNA","LUNA","luna","1090.00","14K White Gold"
"18WG-LUNA","LUNA","luna","1260.00","18K White Gold"
"14RG-LUNA","LUNA","luna","1090.00","14K Rose Gold"
"18RG-LUNA","LUNA","luna","1260.00","18K Rose Gold"
"PT-LUNA","LUNA","luna","1580.00","Platinum"
"14G-SVEN-NAT","SVEN","sven-natural","1920.00","14K Yellow Gold"
"18G-SVEN-NAT","SVEN","sven-natural","2420.00","18K Yellow Gold"
"14WG-SVEN-NAT","SVEN","sven-natural","2070.00","14K White Gold"
"18WG-SVEN-NAT","SVEN","sven-natural","2420.00","18K White Gold"
"14RG-SVEN-NAT","SVEN","sven-natural","2070.00","14K Rose Gold"
"18RG-SVEN-NAT","SVEN","sven-natural","2420.00","18K Rose Gold"
"PT-SVEN-NAT","SVEN","sven-natural","3110.00","Platinum"
"14G-SVEN-LG","SVEN","sven-lab-grown","1740.00","14K Yellow Gold"
"18G-SVEN-LG","SVEN","sven-lab-grown","2240.00","18K Yellow Gold"
"14WG-SVEN-LG","SVEN","sven-lab-grown","1870.00","14K White Gold"
"18WG-SVEN-LG","SVEN","sven-lab-grown","2240.00","18K White Gold"
"14RG-SVEN-LG","SVEN","sven-lab-grown","1870.00","14K Rose Gold"
"18RG-SVEN-LG","SVEN","sven-lab-grown","2240.00","18K Rose Gold"
"PT-SVEN-LG","SVEN","sven-lab-grown","2930.00","Platinum"
"14G-MATILDA-NAT","MATILDA","matilda-natural","1000.00","14K Yellow Gold"
"18G-MATILDA-NAT","MATILDA","matilda-natural","1180.00","18K Yellow Gold"
"14WG-MATILDA-NAT","MATILDA","matilda-natural","1000.00","14K White Gold"
"18WG-MATILDA-NAT","MATILDA","matilda-natural","1180.00","18K White Gold"
"14RG-MATILDA-NAT","MATILDA","matilda-natural","1000.00","14K Rose Gold"
"18RG-MATILDA-NAT","MATILDA","matilda-natural","1180.00","18K Rose Gold"
"PT-MATILDA-NAT","MATILDA","matilda-natural","1420.00","Platinum"
"14G-NIELS-NAT","NIELS","niels-natural","2150.00","14K Yellow Gold"
"18G-NIELS-NAT","NIELS","niels-natural","2670.00","18K Yellow Gold"
"14WG-NIELS-NAT","NIELS","niels-natural","2150.00","14K White Gold"
"18WG-NIELS-NAT","NIELS","niels-natural","2670.00","18K White Gold"
"14RG-NIELS-NAT","NIELS","niels-natural","2150.00","14K Rose Gold"
"18RG-NIELS-NAT","NIELS","niels-natural","2670.00","18K Rose Gold"
"PT-NIELS-NAT","NIELS","niels-natural","3420.00","Platinum"
"14G-MATILDA-LG","MATILDA","matilda-lab-grown","770.00","14K Yellow Gold"
"18G-MATILDA-LG","MATILDA","matilda-lab-grown","950.00","18K Yellow Gold"
"14WG-MATILDA-LG","MATILDA","matilda-lab-grown","770.00","14K White Gold"
"18WG-MATILDA-LG","MATILDA","matilda-lab-grown","950.00","18K White Gold"
"14RG-MATILDA-LG","MATILDA","matilda-lab-grown","770.00","14K Rose Gold"
"18RG-MATILDA-LG","MATILDA","matilda-lab-grown","950.00","18K Rose Gold"
"PT-MATILDA-LG","MATILDA","matilda-lab-grown","1180.00","Platinum"
"14G-NIELS-LG","NIELS","niels-lab-grown","1960.00","14K Yellow Gold"
"18G-NIELS-LG","NIELS","niels-lab-grown","2480.00","18K Yellow Gold"
"14WG-NIELS-LG","NIELS","niels-lab-grown","1960.00","14K White Gold"
"18WG-NIELS-LG","NIELS","niels-lab-grown","2480.00","18K White Gold"
"14RG-NIELS-LG","NIELS","niels-lab-grown","1960.00","14K Rose Gold"
"18RG-NIELS-LG","NIELS","niels-lab-grown","2480.00","18K Rose Gold"
"PT-NIELS-LG","NIELS","niels-lab-grown","3220.00","Platinum"
"14G-LISA-NAT","LISA","lisa-natural","1650.00","14K Yellow Gold"
"18G-LISA-NAT","LISA","lisa-natural","1990.00","18K Yellow Gold"
"14WG-LISA-NAT","LISA","lisa-natural","1650.00","14K White Gold"
"18WG-LISA-NAT","LISA","lisa-natural","1990.00","18K White Gold"
"14RG-LISA-NAT","LISA","lisa-natural","1650.00","14K Rose Gold"
"18RG-LISA-NAT","LISA","lisa-natural","1990.00","18K Rose Gold"
"PT-LISA-NAT","LISA","lisa-natural","2380.00","Platinum"
"14G-LISA-LG","LISA","lisa-lab-grown","1370.00","14K Yellow Gold"
"18G-LISA-LG","LISA","lisa-lab-grown","1700.00","18K Yellow Gold"
"14WG-LISA-LG","LISA","lisa-lab-grown","1370.00","14K White Gold"
"18WG-LISA-LG","LISA","lisa-lab-grown","1700.00","18K White Gold"
"14RG-LISA-LG","LISA","lisa-lab-grown","1370.00","14K Rose Gold"
"18RG-LISA-LG","LISA","lisa-lab-grown","1700.00","18K Rose Gold"
"PT-LISA-LG","LISA","lisa-lab-grown","2090.00","Platinum"
"14G-ESTELLE-P-NAT","ESTELLE","estelle-natural","1520.00","14K Yellow Gold"
"18G-ESTELLE-NAT","ESTELLE","estelle-natural","1900.00","18K Yellow Gold"
"14WG-ESTELLE-NAT","ESTELLE","estelle-natural","1520.00","14K White Gold"
"18WG-ESTELLE-NAT","ESTELLE","estelle-natural","1900.00","18K White Gold"
"14RG-ESTELLE-NAT","ESTELLE","estelle-natural","1520.00","14K Rose Gold"
"18RG-ESTELLE-NAT","ESTELLE","estelle-natural","1900.00","18K Rose Gold"
"PT-ESTELLE-NAT","ESTELLE","estelle-natural","2300.00","Platinum"
"14G-ESTELLE-P-LG","ESTELLE","estelle-lab-grown","1400.00","14K Yellow Gold"
"18G-ESTELLE-LG","ESTELLE","estelle-lab-grown","1780.00","18K Yellow Gold"
"14WG-ESTELLE-LG","ESTELLE","estelle-lab-grown","1400.00","14K White Gold"
"18WG-ESTELLE-LG","ESTELLE","estelle-lab-grown","1780.00","18K White Gold"
"14RG-ESTELLE-LG","ESTELLE","estelle-lab-grown","1400.00","14K Rose Gold"
"18RG-ESTELLE-LG","ESTELLE","estelle-lab-grown","1780.00","18K Rose Gold"
"PT-ESTELLE-LG","ESTELLE","estelle-lab-grown","2180.00","Platinum"
"14G-ELSA-NAT","ELSA","elsa-natural","2480.00","14K Yellow Gold"
"18G-ELSA-NAT","ELSA","elsa-natural","3080.00","18K Yellow Gold"
"14WG-ELSA-NAT","ELSA","elsa-natural","2480.00","14K White Gold"
"18WG-ELSA-NAT","ELSA","elsa-natural","3080.00","18K White Gold"
"14RG-ELSA-NAT","ELSA","elsa-natural","2480.00","14K Rose Gold"
"18RG-ELSA-NAT","ELSA","elsa-natural","3080.00","18K Rose Gold"
"PT-ELSA-NAT","ELSA","elsa-natural","3760.00","Platinum"
"MICRO-DIA","MICRO ETERNITY BAND","micro-eternity-band","2900.00","Diamond"
"MICRO-RUB","MICRO ETERNITY BAND","micro-eternity-band","2900.00","Ruby"
"MICRO-BLSAP","MICRO ETERNITY BAND","micro-eternity-band","2900.00","Dark Blue Sapphire"
"MICRO-LBSAP","MICRO ETERNITY BAND","micro-eternity-band","2900.00","Light Blue Sapphire"
"MICRO-YSAP","MICRO ETERNITY BAND","micro-eternity-band","2900.00","Yellow Sapphire"
"MICRO-PISAP","MICRO ETERNITY BAND","micro-eternity-band","2900.00","Pink Sapphire"
"MICRO-TSA","MICRO ETERNITY BAND","micro-eternity-band","2900.00","Tsavorite"
"14G-VINCENT-3MM","VINCENT","vincent","790.00","14K Yellow Gold / 3mm"
"18G-VINCENT-3MM","VINCENT","vincent","1010.00","18K Yellow Gold / 3mm"
"14WG-VINCENT-3MM","VINCENT","vincent","790.00","14K White Gold / 3mm"
"18WG-VINCENT-3MM","VINCENT","vincent","1010.00","18K White Gold / 3mm"
"14RG-VINCENT-3MM","VINCENT","vincent","790.00","14K Rose Gold / 3mm"
"18RG-VINCENT-3MM","VINCENT","vincent","1010.00","18K Rose Gold / 3mm"
"PT-VINCENT-3MM","VINCENT","vincent","1310.00","Platinum / 3mm"
"14G-VINCENT-4MM","VINCENT","vincent","1050.00","14K Yellow Gold / 4mm"
"18G-VINCENT-4MM","VINCENT","vincent","1300.00","18K Yellow Gold / 4mm"
"14WG-VINCENT-4MM","VINCENT","vincent","1050.00","14K White Gold / 4mm"
"18WG-VINCENT-4MM","VINCENT","vincent","1300.00","18K White Gold / 4mm"
"14RG-VINCENT-4MM","VINCENT","vincent","1050.00","14K Rose Gold / 4mm"
"18RG-VINCENT-4MM","VINCENT","vincent","1300.00","18K Rose Gold / 4mm"
"PT-VINCENT-4MM","VINCENT","vincent","1460.00","Platinum / 4mm"
"14G-VINCENT-5MM","VINCENT","vincent","1310.00","14K Yellow Gold / 5mm"
"18G-VINCENT-5MM","VINCENT","vincent","1590.00","18K Yellow Gold / 5mm"
"14WG-VINCENT-5MM","VINCENT","vincent","1310.00","14K White Gold / 5mm"
"18WG-VINCENT-5MM","VINCENT","vincent","1590.00","18K White Gold / 5mm"
"14RG-VINCENT-5MM","VINCENT","vincent","1310.00","14K Rose Gold / 5mm"
"18RG-VINCENT-5MM","VINCENT","vincent","1590.00","18K Rose Gold / 5mm"
"PT-VINCENT-5MM","VINCENT","vincent","1920.00","Platinum / 5mm"
"14G-VINCENT-6MM","VINCENT","vincent","1590.00","14K Yellow Gold / 6mm"
"18G-VINCENT-6MM","VINCENT","vincent","1960.00","18K Yellow Gold / 6mm"
"14WG-VINCENT-6MM","VINCENT","vincent","1590.00","14K White Gold / 6mm"
"18WG-VINCENT-6MM","VINCENT","vincent","1960.00","18K White Gold / 6mm"
"14RG-VINCENT-6MM","VINCENT","vincent","1590.00","14K Rose Gold / 6mm"
"18RG-VINCENT-6MM","VINCENT","vincent","1960.00","18K Rose Gold / 6mm"
"PT-VINCENT-6MM","VINCENT","vincent","2200.00","Platinum / 6mm"
"14G-VINCENT-7MM","VINCENT","vincent","1850.00","14K Yellow Gold / 7mm"
"18G-VINCENT-7MM","VINCENT","vincent","2130.00","18K Yellow Gold / 7mm"
"14WG-VINCENT-7MM","VINCENT","vincent","1850.00","14K White Gold / 7mm"
"18WG-VINCENT-7MM","VINCENT","vincent","2130.00","18K White Gold / 7mm"
"14RG-VINCENT-7MM","VINCENT","vincent","1850.00","14K Rose Gold / 7mm"
"18RG-VINCENT-7MM","VINCENT","vincent","2130.00","18K Rose Gold / 7mm"
"PT-VINCENT-7MM","VINCENT","vincent","2640.00","Platinum / 7mm"
"14G-VINCENT-8MM","VINCENT","vincent","2120.00","14K Yellow Gold / 8mm"
"18G-VINCENT-8MM","VINCENT","vincent","2690.00","18K Yellow Gold / 8mm"
"14WG-VINCENT-8MM","VINCENT","vincent","2120.00","14K White Gold / 8mm"
"18WG-VINCENT-8MM","VINCENT","vincent","2690.00","18K White Gold / 8mm"
"14RG-VINCENT-8MM","VINCENT","vincent","2120.00","14K Rose Gold / 8mm"
"18RG-VINCENT-8MM","VINCENT","vincent","2690.00","18K Rose Gold / 8mm"
"PT-VINCENT-8MM","VINCENT","vincent","2910.00","Platinum / 8mm"
"14G-CHARLES-NAT","CHARLES","charles-natural","1980.00","14K Yellow Gold"
"18G-CHARLES-NAT","CHARLES","charles-natural","2640.00","18K Yellow Gold"
"14WG-CHARLES-NAT","CHARLES","charles-natural","2130.00","14K White Gold"
"18WG-CHARLES-NAT","CHARLES","charles-natural","2640.00","18K White Gold"
"14RG-CHARLES-NAT","CHARLES","charles-natural","2130.00","14K Rose Gold"
"18RG-CHARLES-NAT","CHARLES","charles-natural","2640.00","18K Rose Gold"
"PT-CHARLES-NAT","CHARLES","charles-natural","3330.00","Platinum"
"14G-SIMON-3MM","SIMON","simon","960.00","14K Yellow Gold / 3mm"
"18G-SIMON-3MM","SIMON","simon","1240.00","18K Yellow Gold / 3mm"
"14WG-SIMON-3MM","SIMON","simon","960.00","14K White Gold / 3mm"
"18WG-SIMON-3MM","SIMON","simon","1240.00","18K White Gold / 3mm"
"14RG-SIMON-3MM","SIMON","simon","960.00","14K Rose Gold / 3mm"
"18RG-SIMON-3MM","SIMON","simon","1240.00","18K Rose Gold / 3mm"
"PT-SIMON-3MM","SIMON","simon","1590.00","Platinum / 3mm"
"14G-SIMON-4MM","SIMON","simon","1290.00","14K Yellow Gold / 4mm"
"18G-SIMON-4MM","SIMON","simon","1640.00","18K Yellow Gold / 4mm"
"14WG-SIMON-4MM","SIMON","simon","1290.00","14K White Gold / 4mm"
"18WG-SIMON-4MM","SIMON","simon","1640.00","18K White Gold / 4mm"
"14RG-SIMON-4MM","SIMON","simon","1290.00","14K Rose Gold / 4mm"
"18RG-SIMON-4MM","SIMON","simon","1640.00","18K Rose Gold / 4mm"
"PT-SIMON-4MM","SIMON","simon","2120.00","Platinum / 4mm"
"14G-SIMON-5MM","SIMON","simon","1610.00","14K Yellow Gold / 5mm"
"18G-SIMON-5MM","SIMON","simon","2040.00","18K Yellow Gold / 5mm"
"14WG-SIMON-5MM","SIMON","simon","1610.00","14K White Gold / 5mm"
"18WG-SIMON-5MM","SIMON","simon","2040.00","18K White Gold / 5mm"
"14RG-SIMON-5MM","SIMON","simon","1610.00","14K Rose Gold / 5mm"
"18RG-SIMON-5MM","SIMON","simon","2040.00","18K Rose Gold / 5mm"
"PT-SIMON-5MM","SIMON","simon","2640.00","Platinum / 5mm"
"14G-SIMON-6MM","SIMON","simon","1920.00","14K Yellow Gold / 6mm"
"18G-SIMON-6MM","SIMON","simon","2460.00","18K Yellow Gold / 6mm"
"14WG-SIMON-6MM","SIMON","simon","1920.00","14K White Gold / 6mm"
"18WG-SIMON-6MM","SIMON","simon","2460.00","18K White Gold / 6mm"
"14RG-SIMON-6MM","SIMON","simon","1920.00","14K Rose Gold / 6mm"
"18RG-SIMON-6MM","SIMON","simon","2460.00","18K Rose Gold / 6mm"
"PT-SIMON-6MM","SIMON","simon","3160.00","Platinum / 6mm"
"14G-SIMON-7MM","SIMON","simon","2250.00","14K Yellow Gold / 7mm"
"18G-SIMON-7MM","SIMON","simon","2860.00","18K Yellow Gold / 7mm"
"14WG-SIMON-7MM","SIMON","simon","2250.00","14K White Gold / 7mm"
"18WG-SIMON-7MM","SIMON","simon","2860.00","18K White Gold / 7mm"
"14RG-SIMON-7MM","SIMON","simon","2250.00","14K Rose Gold / 7mm"
"18RG-SIMON-7MM","SIMON","simon","2860.00","18K Rose Gold / 7mm"
"PT-SIMON-7MM","SIMON","simon","3680.00","Platinum / 7mm"
"14G-SIMON-8MM","SIMON","simon","2570.00","14K Yellow Gold / 8mm"
"18G-SIMON-8MM","SIMON","simon","3260.00","18K Yellow Gold / 8mm"
"14WG-SIMON-8MM","SIMON","simon","2570.00","14K White Gold / 8mm"
"18WG-SIMON-8MM","SIMON","simon","3260.00","18K White Gold / 8mm"
"14RG-SIMON-8MM","SIMON","simon","2570.00","14K Rose Gold / 8mm"
"18RG-SIMON-8MM","SIMON","simon","3260.00","18K Rose Gold / 8mm"
"PT-SIMON-8MM","SIMON","simon","4230.00","Platinum / 8mm"
"14G-ELSA-LG","ELSA","elsa-lab-grown","2300.00","14K Yellow Gold"
"18G-ELSA-LG","ELSA","elsa-lab-grown","2890.00","18K Yellow Gold"
"14WG-ELSA-LG","ELSA","elsa-lab-grown","2300.00","14K White Gold"
"18WG-ELSA-LG","ELSA","elsa-lab-grown","2890.00","18K White Gold"
"14RG-ELSA-LG","ELSA","elsa-lab-grown","2300.00","14K Rose Gold"
"18RG-ELSA-LG","ELSA","elsa-lab-grown","2890.00","18K Rose Gold"
"PT-ELSA-LG","ELSA","elsa-lab-grown","3560.00","Platinum"
"14G-CHARLES-LG","CHARLES","charles-lab-grown","1790.00","14K Yellow Gold"
"18G-CHARLES-LG","CHARLES","charles-lab-grown","2460.00","18K Yellow Gold"
"14WG-CHARLES-LG","CHARLES","charles-lab-grown","1950.00","14K White Gold"
"18WG-CHARLES-LG","CHARLES","charles-lab-grown","2460.00","18K White Gold"
"14RG-CHARLES-LG","CHARLES","charles-lab-grown","1950.00","14K Rose Gold"
"18RG-CHARLES-LG","CHARLES","charles-lab-grown","2460.00","18K Rose Gold"
"PT-CHARLES-LG","CHARLES","charles-lab-grown","3150.00","Platinum"
"14G-MARKUS-3MM","MARKUS","markus","980.00","14K Yellow Gold / 3mm"
"18G-MARKUS-3MM","MARKUS","markus","1250.00","18K Yellow Gold / 3mm"
"14WG-MARKUS-3MM","MARKUS","markus","980.00","14K White Gold / 3mm"
"18WG-MARKUS-3MM","MARKUS","markus","1250.00","18K White Gold / 3mm"
"14RG-MARKUS-3MM","MARKUS","markus","980.00","14K Rose Gold / 3mm"
"18RG-MARKUS-3MM","MARKUS","markus","1250.00","18K Rose Gold / 3mm"
"PT-MARKUS-3MM","MARKUS","markus","1650.00","Platinum / 3mm"
"14G-MARKUS-4MM","MARKUS","markus","1290.00","14K Yellow Gold / 4mm"
"18G-MARKUS-4MM","MARKUS","markus","1680.00","18K Yellow Gold / 4mm"
"14WG-MARKUS-4MM","MARKUS","markus","1290.00","14K White Gold / 4mm"
"18WG-MARKUS-4MM","MARKUS","markus","1680.00","18K White Gold / 4mm"
"14RG-MARKUS-4MM","MARKUS","markus","1290.00","14K Rose Gold / 4mm"
"18RG-MARKUS-4MM","MARKUS","markus","1680.00","18K Rose Gold / 4mm"
"PT-MARKUS-4MM","MARKUS","markus","2210.00","Platinum / 4mm"
"14G-MARKUS-5MM","MARKUS","markus","1610.00","14K Yellow Gold / 5mm"
"18G-MARKUS-5MM","MARKUS","markus","2090.00","18K Yellow Gold / 5mm"
"14WG-MARKUS-5MM","MARKUS","markus","1610.00","14K White Gold / 5mm"
"18WG-MARKUS-5MM","MARKUS","markus","2090.00","18K White Gold / 5mm"
"14RG-MARKUS-5MM","MARKUS","markus","1610.00","14K Rose Gold / 5mm"
"18RG-MARKUS-5MM","MARKUS","markus","2090.00","18K Rose Gold / 5mm"
"PT-MARKUS-5MM","MARKUS","markus","2770.00","Platinum / 5mm"
"14G-MARKUS-6MM","MARKUS","markus","1920.00","14K Yellow Gold / 6mm"
"18G-MARKUS-6MM","MARKUS","markus","2500.00","18K Yellow Gold / 6mm"
"14WG-MARKUS-6MM","MARKUS","markus","1920.00","14K White Gold / 6mm"
"18WG-MARKUS-6MM","MARKUS","markus","2500.00","18K White Gold / 6mm"
"14RG-MARKUS-6MM","MARKUS","markus","1920.00","14K Rose Gold / 6mm"
"18RG-MARKUS-6MM","MARKUS","markus","2500.00","18K Rose Gold / 6mm"
"PT-MARKUS-6MM","MARKUS","markus","3330.00","Platinum / 6mm"
"14G-MARKUS-7MM","MARKUS","markus","2250.00","14K Yellow Gold / 7mm"
"18G-MARKUS-7MM","MARKUS","markus","2930.00","18K Yellow Gold / 7mm"
"14WG-MARKUS-7MM","MARKUS","markus","2250.00","14K White Gold / 7mm"
"18WG-MARKUS-7MM","MARKUS","markus","2930.00","18K White Gold / 7mm"
"14RG-MARKUS-7MM","MARKUS","markus","2250.00","14K Rose Gold / 7mm"
"18RG-MARKUS-7MM","MARKUS","markus","2930.00","18K Rose Gold / 7mm"
"PT-MARKUS-7MM","MARKUS","markus","3890.00","Platinum / 7mm"
"14G-MARKUS-8MM","MARKUS","markus","2590.00","14K Yellow Gold / 8mm"
"18G-MARKUS-8MM","MARKUS","markus","3340.00","18K Yellow Gold / 8mm"
"14WG-MARKUS-8MM","MARKUS","markus","2590.00","14K White Gold / 8mm"
